,Year,StateCode,MSN,Data,Unit
91693,1981,NM,SOTCB,0.0,Billion Btu
91694,1982,NM,SOTCB,0.0,Billion Btu
91695,1983,NM,SOTCB,0.0,Billion Btu
91696,1984,NM,SOTCB,0.0,Billion Btu
91697,1985,NM,SOTCB,0.0,Billion Btu
91698,1986,NM,SOTCB,0.0,Billion Btu
91699,1987,NM,SOTCB,0.0,Billion Btu
91700,1988,NM,SOTCB,0.0,Billion Btu
91701,1989,NM,SOTCB,563.33704,Billion Btu
91702,1990,NM,SOTCB,582.99977,Billion Btu
91703,1991,NM,SOTCB,592.44945,Billion Btu
91704,1992,NM,SOTCB,594.13163,Billion Btu
91705,1993,NM,SOTCB,596.60783,Billion Btu
91706,1994,NM,SOTCB,604.03372,Billion Btu
91707,1995,NM,SOTCB,600.50254,Billion Btu
91708,1996,NM,SOTCB,591.3285,Billion Btu
91709,1997,NM,SOTCB,560.51608,Billion Btu
91710,1998,NM,SOTCB,539.91699,Billion Btu
91711,1999,NM,SOTCB,509.5699,Billion Btu
91712,2000,NM,SOTCB,452.381,Billion Btu
91713,2001,NM,SOTCB,397.74667,Billion Btu
91714,2002,NM,SOTCB,355.14782,Billion Btu
91715,2003,NM,SOTCB,315.86928,Billion Btu
91716,2004,NM,SOTCB,268.93891,Billion Btu
91717,2005,NM,SOTCB,208.83508,Billion Btu
91718,2006,NM,SOTCB,215.75242,Billion Btu
91719,2007,NM,SOTCB,216.0146,Billion Btu
91720,2008,NM,SOTCB,253.26925,Billion Btu
91721,2009,NM,SOTCB,282.52701,Billion Btu
91722,1960,TX,SOTCB,0.0,Billion Btu
91723,1961,TX,SOTCB,0.0,Billion Btu
91724,1962,TX,SOTCB,0.0,Billion Btu
91725,1963,TX,SOTCB,0.0,Billion Btu
91726,1964,TX,SOTCB,0.0,Billion Btu
91727,1965,TX,SOTCB,0.0,Billion Btu
91728,1966,TX,SOTCB,0.0,Billion Btu
91729,1967,TX,SOTCB,0.0,Billion Btu
91730,1968,TX,SOTCB,0.0,Billion Btu
91731,1969,TX,SOTCB,0.0,Billion Btu
91732,1970,TX,SOTCB,0.0,Billion Btu
91733,1971,TX,SOTCB,0.0,Billion Btu
91734,1972,TX,SOTCB,0.0,Billion Btu
91735,1973,TX,SOTCB,0.0,Billion Btu
91736,1974,TX,SOTCB,0.0,Billion Btu
91737,1975,TX,SOTCB,0.0,Billion Btu
91738,1976,TX,SOTCB,0.0,Billion Btu
91739,1977,TX,SOTCB,0.0,Billion Btu
91740,1978,TX,SOTCB,0.0,Billion Btu
91741,1979,TX,SOTCB,0.0,Billion Btu
91742,1980,TX,SOTCB,0.0,Billion Btu
91743,1981,TX,SOTCB,0.0,Billion Btu
91744,1982,TX,SOTCB,0.0,Billion Btu
91745,1983,TX,SOTCB,0.0,Billion Btu
91746,1984,TX,SOTCB,0.0,Billion Btu
91747,1985,TX,SOTCB,0.0,Billion Btu
91748,1986,TX,SOTCB,0.0,Billion Btu
91749,1987,TX,SOTCB,0.0,Billion Btu
91750,1988,TX,SOTCB,0.0,Billion Btu
91751,1989,TX,SOTCB,356.16989,Billion Btu
91752,1990,TX,SOTCB,378.01408,Billion Btu
91753,1991,TX,SOTCB,423.84873,Billion Btu
91754,1992,TX,SOTCB,428.92497,Billion Btu
91755,1993,TX,SOTCB,441.02013,Billion Btu
91756,1994,TX,SOTCB,470.94502,Billion Btu
91757,1995,TX,SOTCB,486.80553,Billion Btu
91758,1996,TX,SOTCB,504.82617,Billion Btu
91759,1997,TX,SOTCB,505.37269,Billion Btu
91760,1998,TX,SOTCB,570.38878,Billion Btu
91761,1999,TX,SOTCB,588.55285,Billion Btu
91762,2000,TX,SOTCB,567.51766,Billion Btu
91763,2001,TX,SOTCB,569.94727,Billion Btu
91764,2002,TX,SOTCB,569.25039,Billion Btu
91765,2003,TX,SOTCB,572.4262,Billion Btu
91766,2004,TX,SOTCB,564.96829,Billion Btu
91767,2005,TX,SOTCB,563.56815,Billion Btu
91768,2006,TX,SOTCB,579.10502,Billion Btu
91769,2007,TX,SOTCB,617.35487,Billion Btu
91770,2008,TX,SOTCB,701.15288,Billion Btu
91771,2009,TX,SOTCB,819.76122,Billion Btu
104824,1960,AZ,WYEGB,0.0,Billion Btu
104825,1961,AZ,WYEGB,0.0,Billion Btu
104826,1962,AZ,WYEGB,0.0,Billion Btu
104827,1963,AZ,WYEGB,0.0,Billion Btu
104828,1964,AZ,WYEGB,0.0,Billion Btu
104829,1965,AZ,WYEGB,0.0,Billion Btu
104830,1966,AZ,WYEGB,0.0,Billion Btu
104831,1967,AZ,WYEGB,0.0,Billion Btu
104832,1968,AZ,WYEGB,0.0,Billion Btu
104833,1969,AZ,WYEGB,0.0,Billion Btu
104834,1970,AZ,WYEGB,0.0,Billion Btu
104835,1971,AZ,WYEGB,0.0,Billion Btu
104836,1972,AZ,WYEGB,0.0,Billion Btu
104837,1973,AZ,WYEGB,0.0,Billion Btu
104838,1974,AZ,WYEGB,0.0,Billion Btu
104839,1975,AZ,WYEGB,0.0,Billion Btu
104840,1976,AZ,WYEGB,0.0,Billion Btu
104841,1977,AZ,WYEGB,0.0,Billion Btu
104842,1978,AZ,WYEGB,0.0,Billion Btu
104843,1979,AZ,WYEGB,0.0,Billion Btu
104844,1980,AZ,WYEGB,0.0,Billion Btu
104845,1981,AZ,WYEGB,0.0,Billion Btu
104846,1982,AZ,WYEGB,0.0,Billion Btu
104847,1983,AZ,WYEGB,0.0,Billion Btu
104848,1984,AZ,WYEGB,0.0,Billion Btu
104849,1985,AZ,WYEGB,0.0,Billion Btu
104850,1986,AZ,WYEGB,0.0,Billion Btu
104851,1987,AZ,WYEGB,0.0,Billion Btu
104852,1988,AZ,WYEGB,0.0,Billion Btu
104853,1989,AZ,WYEGB,0.0,Billion Btu
104854,1990,AZ,WYEGB,0.0,Billion Btu
104855,1991,AZ,WYEGB,0.0,Billion Btu
104856,1992,AZ,WYEGB,0.0,Billion Btu
104857,1993,AZ,WYEGB,0.0,Billion Btu
104858,1994,AZ,WYEGB,0.0,Billion Btu
104859,1995,AZ,WYEGB,0.0,Billion Btu
104860,1996,AZ,WYEGB,0.0,Billion Btu
104861,1997,AZ,WYEGB,0.0,Billion Btu
104862,1998,AZ,WYEGB,0.0,Billion Btu
104863,1999,AZ,WYEGB,0.0,Billion Btu
104864,2000,AZ,WYEGB,0.0,Billion Btu
104865,2001,AZ,WYEGB,0.0,Billion Btu
104866,2002,AZ,WYEGB,0.0,Billion Btu
104867,2003,AZ,WYEGB,0.0,Billion Btu
104868,2004,AZ,WYEGB,0.0,Billion Btu
104869,2005,AZ,WYEGB,0.0,Billion Btu
104870,2006,AZ,WYEGB,0.0,Billion Btu
104871,2007,AZ,WYEGB,0.0,Billion Btu
104872,2008,AZ,WYEGB,0.0,Billion Btu
104873,2009,AZ,WYEGB,288.3592,Billion Btu
104874,1960,CA,WYEGB,0.0,Billion Btu
104875,1961,CA,WYEGB,0.0,Billion Btu
104876,1962,CA,WYEGB,0.0,Billion Btu
104877,1963,CA,WYEGB,0.0,Billion Btu
104878,1964,CA,WYEGB,0.0,Billion Btu
104879,1965,CA,WYEGB,0.0,Billion Btu
104880,1966,CA,WYEGB,0.0,Billion Btu
104881,1967,CA,WYEGB,0.0,Billion Btu
104882,1968,CA,WYEGB,0.0,Billion Btu
104883,1969,CA,WYEGB,0.0,Billion Btu
104884,1970,CA,WYEGB,0.0,Billion Btu
104885,1971,CA,WYEGB,0.0,Billion Btu
104886,1972,CA,WYEGB,0.0,Billion Btu
104887,1973,CA,WYEGB,0.0,Billion Btu
104888,1974,CA,WYEGB,0.0,Billion Btu
104889,1975,CA,WYEGB,0.0,Billion Btu
104890,1976,CA,WYEGB,0.0,Billion Btu
104891,1977,CA,WYEGB,0.0,Billion Btu
104892,1978,CA,WYEGB,0.0,Billion Btu
104893,1979,CA,WYEGB,0.0,Billion Btu
104894,1980,CA,WYEGB,0.0,Billion Btu
104895,1981,CA,WYEGB,0.0,Billion Btu
104896,1982,CA,WYEGB,0.0,Billion Btu
104897,1983,CA,WYEGB,15.69805,Billion Btu
104898,1984,CA,WYEGB,36.67854,Billion Btu
104899,1985,CA,WYEGB,27.83405,Billion Btu
104900,1986,CA,WYEGB,27.94148,Billion Btu
104901,1987,CA,WYEGB,37.52257,Billion Btu
104902,1988,CA,WYEGB,6.43165,Billion Btu
104903,1989,CA,WYEGB,21684.89408,Billion Btu
104904,1990,CA,WYEGB,28697.88016,Billion Btu
104905,1991,CA,WYEGB,30415.77418,Billion Btu
104906,1992,CA,WYEGB,29619.47766,Billion Btu
104907,1993,CA,WYEGB,30758.34476,Billion Btu
104908,1994,CA,WYEGB,34941.61245,Billion Btu
104909,1995,CA,WYEGB,31830.63818,Billion Btu
104910,1996,CA,WYEGB,31836.07416,Billion Btu
104911,1997,CA,WYEGB,32036.93501,Billion Btu
104912,1998,CA,WYEGB,28121.99019,Billion Btu
104913,1999,CA,WYEGB,33029.49938,Billion Btu
104914,2000,CA,WYEGB,35887.35262,Billion Btu
104915,2001,CA,WYEGB,36162.79275,Billion Btu
104916,2002,CA,WYEGB,38684.30759,Billion Btu
104917,2003,CA,WYEGB,39893.10887,Billion Btu
104918,2004,CA,WYEGB,43153.48186,Billion Btu
104919,2005,CA,WYEGB,42618.02787,Billion Btu
104920,2006,CA,WYEGB,48432.50312,Billion Btu
104921,2007,CA,WYEGB,55201.48123,Billion Btu
104922,2008,CA,WYEGB,53063.34549,Billion Btu
104923,2009,CA,WYEGB,56996.57722,Billion Btu
104924,1960,NM,WYEGB,0.0,Billion Btu
104925,1961,NM,WYEGB,0.0,Billion Btu
104926,1962,NM,WYEGB,0.0,Billion Btu
104927,1963,NM,WYEGB,0.0,Billion Btu
104928,1964,NM,WYEGB,0.0,Billion Btu
104929,1965,NM,WYEGB,0.0,Billion Btu
104930,1966,NM,WYEGB,0.0,Billion Btu
104931,1967,NM,WYEGB,0.0,Billion Btu
104932,1968,NM,WYEGB,0.0,Billion Btu
104933,1969,NM,WYEGB,0.0,Billion Btu
104934,1970,NM,WYEGB,0.0,Billion Btu
104935,1971,NM,WYEGB,0.0,Billion Btu
104936,1972,NM,WYEGB,0.0,Billion Btu
104937,1973,NM,WYEGB,0.0,Billion Btu
104938,1974,NM,WYEGB,0.0,Billion Btu
104939,1975,NM,WYEGB,0.0,Billion Btu
104940,1976,NM,WYEGB,0.0,Billion Btu
104941,1977,NM,WYEGB,0.0,Billion Btu
104942,1978,NM,WYEGB,0.0,Billion Btu
104943,1979,NM,WYEGB,0.0,Billion Btu
104944,1980,NM,WYEGB,0.0,Billion Btu
104945,1981,NM,WYEGB,0.0,Billion Btu
104946,1982,NM,WYEGB,0.0,Billion Btu
104947,1983,NM,WYEGB,0.0,Billion Btu
104948,1984,NM,WYEGB,0.0,Billion Btu
104949,1985,NM,WYEGB,0.0,Billion Btu
104950,1986,NM,WYEGB,0.0,Billion Btu
104951,1987,NM,WYEGB,0.0,Billion Btu
104952,1988,NM,WYEGB,0.0,Billion Btu
104953,1989,NM,WYEGB,0.0,Billion Btu
104954,1990,NM,WYEGB,0.0,Billion Btu
104955,1991,NM,WYEGB,0.0,Billion Btu
104956,1992,NM,WYEGB,0.0,Billion Btu
104957,1993,NM,WYEGB,0.0,Billion Btu
104958,1994,NM,WYEGB,0.0,Billion Btu
104959,1995,NM,WYEGB,0.0,Billion Btu
104960,1996,NM,WYEGB,0.0,Billion Btu
104961,1997,NM,WYEGB,0.0,Billion Btu
104962,1998,NM,WYEGB,0.0,Billion Btu
104963,1999,NM,WYEGB,0.0,Billion Btu
104964,2000,NM,WYEGB,0.0,Billion Btu
104965,2001,NM,WYEGB,0.0,Billion Btu
104966,2002,NM,WYEGB,0.0,Billion Btu
104967,2003,NM,WYEGB,1871.38914,Billion Btu
104968,2004,NM,WYEGB,5145.94623,Billion Btu
104969,2005,NM,WYEGB,7945.50537,Billion Btu
104970,2006,NM,WYEGB,12452.66968,Billion Btu
104971,2007,NM,WYEGB,13770.77428,Billion Btu
104972,2008,NM,WYEGB,16188.0231,Billion Btu
104973,2009,NM,WYEGB,15095.96768,Billion Btu
104974,1960,TX,WYEGB,0.0,Billion Btu
104975,1961,TX,WYEGB,0.0,Billion Btu
104976,1962,TX,WYEGB,0.0,Billion Btu
104977,1963,TX,WYEGB,0.0,Billion Btu
104978,1964,TX,WYEGB,0.0,Billion Btu
104979,1965,TX,WYEGB,0.0,Billion Btu
104980,1966,TX,WYEGB,0.0,Billion Btu
104981,1967,TX,WYEGB,0.0,Billion Btu
104982,1968,TX,WYEGB,0.0,Billion Btu
104983,1969,TX,WYEGB,0.0,Billion Btu
104984,1970,TX,WYEGB,0.0,Billion Btu
104985,1971,TX,WYEGB,0.0,Billion Btu
104986,1972,TX,WYEGB,0.0,Billion Btu
104987,1973,TX,WYEGB,0.0,Billion Btu
104988,1974,TX,WYEGB,0.0,Billion Btu
104989,1975,TX,WYEGB,0.0,Billion Btu
104990,1976,TX,WYEGB,0.0,Billion Btu
104991,1977,TX,WYEGB,0.0,Billion Btu
104992,1978,TX,WYEGB,0.0,Billion Btu
104993,1979,TX,WYEGB,0.0,Billion Btu
104994,1980,TX,WYEGB,0.0,Billion Btu
104995,1981,TX,WYEGB,0.0,Billion Btu
104996,1982,TX,WYEGB,0.0,Billion Btu
104997,1983,TX,WYEGB,0.0,Billion Btu
104998,1984,TX,WYEGB,0.0,Billion Btu
104999,1985,TX,WYEGB,0.0,Billion Btu
105000,1986,TX,WYEGB,0.0,Billion Btu
105001,1987,TX,WYEGB,0.0,Billion Btu
105002,1988,TX,WYEGB,0.0,Billion Btu
105003,1989,TX,WYEGB,0.0,Billion Btu
105004,1990,TX,WYEGB,0.0,Billion Btu
105005,1991,TX,WYEGB,0.0,Billion Btu
105006,1992,TX,WYEGB,0.0,Billion Btu
105007,1993,TX,WYEGB,0.0,Billion Btu
105008,1994,TX,WYEGB,0.0,Billion Btu
105009,1995,TX,WYEGB,0.0,Billion Btu
105010,1996,TX,WYEGB,853.79448,Billion Btu
105011,1997,TX,WYEGB,827.8045,Billion Btu
105012,1998,TX,WYEGB,816.12709,Billion Btu
105013,1999,TX,WYEGB,3271.91096,Billion Btu
105014,2000,TX,WYEGB,5020.38135,Billion Btu
105015,2001,TX,WYEGB,12270.54083,Billion Btu
105016,2002,TX,WYEGB,27020.54599,Billion Btu
105017,2003,TX,WYEGB,26317.86457,Billion Btu
105018,2004,TX,WYEGB,31445.92918,Billion Btu
105019,2005,TX,WYEGB,42367.85279,Billion Btu
105020,2006,TX,WYEGB,66164.83829,Billion Btu
105021,2007,TX,WYEGB,89019.08957,Billion Btu
105022,2008,TX,WYEGB,159881.3638,Billion Btu
105023,2009,TX,WYEGB,195454.7653,Billion Btu
